17,99,1
17,111,1
17,112,8
18,20,4
18,21,1
18,28,7
18,31,1
18,35,1
18,36,4
18,39,2
18,56,1
18,73,2
18,75,4
18,76,7
18,80,1
18,82,3
18,83,1
18,91,1
18,96,2
18,111,4
18,112,11
18,115,1
19,24,1
19,35,1
19,84,1
19,102,1
19,111,1
20,35,3
20,36,12
20,42,2
20,58,1
20,73,1
20,75,14
20,76,16
20,77,1
20,80,1
20,89,1
20,91,2
20,96,1
20,111,8
20,112,21
21,28,1
21,35,1
21,73,1
21,82,1
21,83,1
21,96,1
21,111,1
21,112,4
21,115,1
22,95,1
22,112,2
23,35,1
23,102,1
23,111,2
24,32,5
24,35,4
24,39,5
24,42,29
24,49,15
24,51,1
24,54,3
24,55,1
24,56,2
24,58,2
24,61,1
24,62,1
24,68,1
24,73,5
24,76,2
24,78,34
24,80,1
24,83,1
24,84,1
24,85,1
24,86,3
24,89,4
24,92,1
24,96,4
24,97,2
24,98,3
24,99,1
24,101,10
24,102,1
24,110,1
24,111,22
24,112,50
25,68,1
25,112,1
26,43,1
26,44,1
26,58,1
26,74,1
26,90,1
26,106,1
27,35,2
27,45,2
27,64,1
27,73,1
27,112,2
28,31,1
28,39,1
28,56,1
28,73,1
28,76,2
28,82,5
28,83,3
28,102,1
28,111,4
28,112,12
29,78,1
31,39,1
31,76,1
31,112,1
32,39,1
32,42,1
32,49,5
32,54,1
32,56,1
32,68,1
32,73,1
32,78,6
32,86,1
32,98,1
32,101,4
32,111,2
32,112,1
33,51,1
33,112,1
34,35,1
34,42,1
34,78,3
34,89,2
34,98,2
34,112,1
35,36,3
35,39,8
35,42,2
35,45,2
35,49,2
35,51,1
35,54,1
35,56,6
35,58,3
35,60,3
35,62,1
35,64,1
35,65,1
35,66,2
35,67,3
35,73,8
35,75,7
35,76,5
35,78,7
35,80,2
35,83,3
35,84,2
35,89,2
35,91,1
35,93,1
35,96,6
35,98,10
35,99,1
35,101,1
35,102,4
35,109,1
35,110,2
35,111,25
35,112,39
35,115,1
36,73,1
36,75,12
36,76,13
36,77,1
36,80,1
36,91,2
36,96,1
36,111,8
36,112,11
37,40,1
37,60,1
37,62,1
37,80,4
37,83,1
37,86,2
37,96,3
37,111,4
37,112,7
38,46,1
38,47,1
38,65,1
38,78,1
38,83,1
38,93,1
39,53,1
39,54,1
39,55,1
39,56,2
39,58,2
39,73,10
39,76,3
39,78,8
39,85,1
39,86,2
39,89,1
39,96,2
39,97,1
39,98,2
39,101,6
39,111,12
39,112,29
40,83,4
40,93,1
40,105,1
40,112,1
41,73,1
41,86,1
41,98,1
41,111,1
42,49,9
42,54,2
42,56,1
42,57,1
42,58,1
42,68,1
42,73,3
42,75,1
42,78,18
42,86,1
42,89,1
42,92,1
42,97,1
42,98,2
42,101,3
42,102,1
42,111,13
42,112,38
43,44,1
43,58,1
43,74,1
43,90,1
43,106,1
44,58,1
44,74,1
44,90,1
44,106,1
45,54,1
45,64,1
45,73,2
45,78,1
45,102,1
45,111,1
45,112,3
46,47,1
46,65,1
46,78,1
46,83,1
46,93,1
47,65,1
47,78,1
47,83,1
47,93,1
48,50,1
48,58,1
48,84,1
48,112,1
49,54,2
49,56,2
49,58,3
49,68,1
49,73,4
49,78,18
49,86,4
49,96,1
49,98,7
49,101,6
49,111,22
49,112,19
50,58,1
50,84,1
50,92,1
50,99,1
50,112,2
51,58,4
51,62,1
51,76,1
51,80,1
51,83,1
51,89,1
51,96,1
51,99,1
51,110,1
51,111,1
51,112,3
53,111,2
54,56,1
54,68,1
54,73,5
54,78,4
54,86,2
54,97,1
54,98,2
54,102,4
54,111,12
54,112,7
55,58,1
55,89,1
55,98,1
55,101,1
55,111,1
55,112,4
56,58,1
56,68,5
56,73,9
56,76,3
56,78,2
56,83,2
56,85,1
56,86,2
56,96,1
56,98,10
56,101,2
56,107,2
56,111,15
56,112,22
56,115,1
57,112,1
58,62,1
58,68,4
58,69,1
58,73,2
58,74,1
58,75,1
58,76,14
58,78,13
58,80,1
58,83,1
58,84,4
58,86,1
58,89,4
58,90,1
58,96,4
58,97,7
58,98,3
58,99,1
58,101,3
58,104,2
58,106,1
58,110,3
58,111,10
58,112,43
59,112,1
60,66,1
60,67,1
60,80,1
60,86,1
60,96,2
60,102,1
60,111,3
60,112,6
61,80,1
61,96,2
61,111,1
61,112,2
62,76,1
62,80,3
62,83,1
62,89,1
62,96,2
62,99,2
62,110,1
62,111,1
62,112,3
63,112,1
64,73,1
64,112,1
65,78,1
65,83,2
65,93,2
66,67,2
66,112,2
67,112,2
68,73,3
68,78,1
68,84,1
68,86,1
68,89,4
68,95,1
68,96,1
68,98,2
68,111,9
68,112,39
69,98,1
70,96,1
71,112,1
72,73,1
72,86,1
72,96,4
72,111,1
72,112,1
73,75,2
73,76,3
73,78,10
73,80,1
73,82,1
73,83,2
73,86,7
73,89,5
73,96,5
73,98,5
73,99,1
73,101,3
73,102,3
73,111,27
73,112,37
74,90,1
74,106,1
75,76,16
75,77,1
75,80,1
75,91,2
75,96,1
75,111,7
75,112,16
76,77,1
76,78,1
76,80,2
76,83,1
76,84,1
76,86,2
76,89,2
76,91,2
76,96,6
76,97,2
76,98,2
76,99,1
76,101,1
76,103,1
76,110,2
76,111,28
76,112,75
77,111,1
78,82,1
78,83,1
78,85,1
78,86,3
78,89,3
78,92,1
78,93,1
78,96,1
78,98,7
78,101,11
78,102,2
78,111,35
78,112,51
80,83,1
80,86,4
80,89,1
80,96,8
80,99,2
80,110,1
80,111,8
80,112,10
81,111,1
82,83,2
82,111,1
82,112,3
82,115,1
83,89,1
83,93,3
83,96,1
83,99,1
83,102,1
83,105,1
83,110,1
83,111,2
83,112,7
84,89,1
84,102,2
84,111,3
84,112,5
85,112,4
86,96,6
86,98,7
86,102,1
86,111,18
86,112,29
87,88,1
89,92,1
89,96,1
89,97,1
89,99,1
89,110,2
89,111,8
89,112,38
90,106,1
91,112,2
92,97,1
92,111,1
92,112,2
96,99,2
96,100,1
96,102,1
96,110,3
96,111,20
96,112,42
97,98,1
97,111,3
97,112,11
98,101,2
98,111,17
98,112,21
99,110,1
99,111,2
99,112,8
101,111,13
101,112,9
102,111,6
102,112,11
102,113,1
103,112,1
104,111,1
108,112,1
109,112,1
110,111,2
110,112,4
111,112,157
111,115,1
112,115,1
